City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,ingham,42.6,-84.3833,13.97,68,0,4.12,US,1667704601
363,muros,42.7762,-9.0603,15.61,94,100,2.08,ES,1667704601
364,boende,-0.2167,20.8667,20.16,99,100,1.08,CD,1667704602
365,pella,59.7775,30.8181,0.05,73,100,4.8,RU,1667704602
366,thinadhoo,0.5333,72.9333,27.45,75,63,4.55,MV,1667704603
367,beinamar,8.6698,15.3813,19.61,34,74,1.53,TD,1667704603
368,abu kamal,34.4506,40.9171,16.37,38,0,1.32,SY,1667704604
369,srednekolymsk,67.45,153.6833,-18.39,94,100,7.19,RU,1667704604
370,buraydah,26.326,43.975,17.75,57,25,2.63,SA,1667704425
371,biak,-0.9131,122.8766,28.83,68,88,1.68,ID,1667704605
372,invermere,50.5167,-116.0354,-2.58,90,100,0.81,CA,1667704605
373,buritis,-15.6178,-46.4233,20.72,69,51,0.53,BR,1667704408
374,evensk,61.95,159.2333,-5.03,95,100,2.39,RU,1667704606
375,iqaluit,63.7506,-68.5145,-8.15,79,100,2.06,CA,1667704607
376,kenora,49.8167,-94.4337,-0.46,74,20,4.12,CA,1667704607
377,manavalakurichi,8.1333,77.3,26.81,76,100,1.89,IN,1667704607
378,guanare,9.0418,-69.7421,21.76,91,100,0.79,VE,1667704608
379,gizo,-8.103,156.8419,28.88,71,100,1.75,SB,1667704608
380,san-pedro,4.7485,-6.6363,24.72,88,82,0.85,CI,1667704609
381,alta floresta,-9.8756,-56.0861,24.1,62,81,1.09,BR,1667704609
382,ucluelet,48.9329,-125.5528,5.61,85,100,0.45,CA,1667704610
383,maceio,-9.6658,-35.7353,23.69,94,75,3.09,BR,1667704499
384,san bartolome de tirajana,27.9248,-15.5733,16.26,77,40,6.17,ES,1667704611
385,caravelas,-17.7125,-39.2481,22.26,70,1,4.81,BR,1667704611
386,paratebueno,4.3758,-73.2155,22.39,91,100,1.13,CO,1667704612
387,cherskiy,68.75,161.3,-14.97,92,100,4.24,RU,1667704612
388,sinnamary,5.3833,-52.95,25.58,84,95,2.33,GF,1667704613
389,wamba,8.9333,8.6,21.09,35,100,1.69,NG,1667704613
390,dingle,10.9995,122.6711,29.98,71,46,4.54,PH,1667704613
391,hofn,64.2539,-15.2082,4.97,82,96,7.0,IS,1667704614
392,sitka,57.0531,-135.33,1.94,41,40,5.14,US,1667704614
393,santa maria del oro,25.9333,-105.3667,14.82,29,0,1.3,MX,1667704615
394,tallahassee,30.4383,-84.2807,23.91,79,100,1.54,US,1667704462
395,dongdu,35.85,117.7,13.78,37,100,3.57,CN,1667704615
396,varadero,23.1536,-81.2514,22.42,74,4,5.24,CU,1667704385
397,goundi,9.3627,17.366,19.93,32,17,1.15,TD,1667704616
398,hjallerup,57.1647,10.1457,9.88,94,100,6.69,DK,1667704617
399,quba,41.3626,48.5152,3.94,95,100,1.16,AZ,1667704617
400,qaqortoq,60.7167,-46.0333,0.71,90,100,3.25,GL,1667704618
401,sakakah,29.9697,40.2064,16.76,46,2,3.52,SA,1667704618
402,lidkoping,58.5052,13.1577,8.01,92,100,5.3,SE,1667704619
403,ust-kuyga,70.0167,135.6,-18.95,98,100,2.11,RU,1667704620
404,winneba,5.3511,-0.6231,25.17,88,76,2.37,GH,1667704620
405,kununurra,-15.7667,128.7333,36.99,30,9,2.57,AU,1667704621
406,huarmey,-10.0681,-78.1522,17.1,85,0,3.83,PE,1667704621
407,barcelos,41.5388,-8.6151,12.18,74,100,3.24,PT,1667704622
408,santa rosa,14.3122,121.1114,30.62,73,64,3.79,PH,1667704623
409,port augusta,-32.5,137.7667,29.19,18,30,0.87,AU,1667704623
410,lazaro cardenas,17.9583,-102.2,25.2,85,0,1.71,MX,1667704624
411,kloulklubed,7.0419,134.2556,27.28,69,97,1.03,PW,1667704625
412,fort collins,40.5853,-105.0844,11.61,46,40,6.69,US,1667704625
413,batemans bay,-35.7167,150.1833,21.17,62,42,5.07,AU,1667704626
414,vuktyl,63.8567,57.3094,-3.39,97,100,1.8,RU,1667704626
415,omboue,-1.5746,9.2618,23.88,93,100,0.55,GA,1667704627
416,antalaha,-14.9003,50.2788,21.17,82,8,2.06,MG,1667704627
417,tilichiki,60.4667,166.1,-2.45,93,100,1.38,RU,1667704628
418,tieli,46.95,128.05,2.25,42,45,4.39,CN,1667704629
419,vestmanna,62.1564,-7.1664,3.51,93,75,0.51,FO,1667704629
420,olafsvik,64.8945,-23.7142,4.25,65,60,4.08,IS,1667704630
421,san roque,36.2107,-5.3842,15.46,82,6,1.54,ES,1667704630
422,deep river,46.1001,-77.4995,21.08,75,100,7.7,CA,1667704631
423,griffith,41.5284,-87.4237,8.36,78,0,6.17,US,1667704631
424,pozo colorado,-23.4923,-58.7972,18.95,65,2,2.42,PY,1667704632
425,zheleznodorozhnyy,55.7503,38.0042,-0.9,81,100,2.4,RU,1667704633
426,trabzon,40.9167,39.8333,10.05,94,40,1.03,TR,1667704633
427,chitungwiza,-18.0127,31.0756,16.92,88,19,2.18,ZW,1667704634
428,tucuman,-26.8241,-65.2226,20.0,40,0,4.63,AR,1667704634
429,calvinia,-31.4707,19.776,17.51,64,0,2.35,ZA,1667704635
430,rypefjord,70.6333,23.6667,5.26,93,100,3.09,NO,1667704635
431,kengyel,47.0833,20.3333,10.17,87,0,2.06,HU,1667704636
432,yumen,40.2833,97.2,6.58,25,71,5.81,CN,1667704636
433,maumere,-8.6199,122.2111,30.22,65,98,0.68,ID,1667704637
434,leh,34.1667,77.5833,-0.5,62,52,2.03,IN,1667704638
435,barcelona,41.3888,2.159,14.75,64,0,6.17,ES,1667704638
436,zephyrhills,28.2336,-82.1812,25.1,86,0,2.06,US,1667704469
437,kyaikkami,16.08,97.5675,26.02,66,40,2.91,MM,1667704640
438,traverse city,44.7631,-85.6206,10.46,84,100,9.26,US,1667704634
439,voh,-20.9667,164.7,29.2,66,39,2.75,NC,1667704640
440,tuatapere,-46.1333,167.6833,13.66,56,68,4.76,NZ,1667704462
441,bambanglipuro,-7.95,110.2833,27.86,77,93,3.72,ID,1667704641
442,lavrentiya,65.5833,-171.0,-0.74,92,100,13.29,RU,1667704642
443,bardiyah,31.7561,25.0865,18.49,48,0,6.71,LY,1667704642
444,phalaborwa,-23.943,31.1411,20.65,83,66,5.37,ZA,1667704643
445,batagay,67.6333,134.6333,-21.23,95,100,0.99,RU,1667704643
446,kaputa,-8.4689,29.6619,21.09,80,100,0.8,ZM,1667704644
447,luwero,0.8492,32.4731,17.15,98,97,0.56,UG,1667704644
448,luanda,-8.8368,13.2343,24.79,85,98,1.6,AO,1667704646
449,lethbridge,49.7,-112.8186,-6.94,86,100,8.75,CA,1667704646
450,zhangye,38.9342,100.4517,9.41,21,17,0.86,CN,1667704647
451,luderitz,-26.6481,15.1594,16.56,81,75,3.11,NA,1667704648
452,marzuq,14.4,46.4667,17.15,71,0,0.5,YE,1667704648
453,koumac,-20.5667,164.2833,27.54,73,41,2.4,NC,1667704649
454,konotop,51.2403,33.2026,-0.31,84,92,3.41,UA,1667704649
455,muisne,0.6,-80.0333,23.01,79,96,3.49,EC,1667704575
456,tarko-sale,64.9225,77.785,-5.64,98,100,1.97,RU,1667704650
457,boa vista,2.8197,-60.6733,24.99,83,75,1.54,BR,1667704651
458,marshfield,44.6689,-90.1718,4.97,93,100,6.69,US,1667704651
459,acajutla,13.5928,-89.8275,26.13,84,96,1.37,SV,1667704652
460,omsukchan,62.5333,155.8,-12.39,95,99,1.87,RU,1667704652
461,blagoyevo,63.3667,47.9167,0.13,93,100,3.05,RU,1667704653
462,ponta delgada,37.7333,-25.6667,15.28,76,20,2.06,PT,1667704653
463,sambava,-14.2667,50.1667,21.32,85,16,2.54,MG,1667704654
464,calama,-22.4667,-68.9333,9.27,23,0,5.14,CL,1667704524
465,itoman,26.1247,127.6694,24.21,59,75,6.69,JP,1667704655
466,wuwei,37.9281,102.6414,9.04,24,16,2.44,CN,1667704655
467,aguimes,27.9054,-15.4461,20.35,78,20,6.17,ES,1667704478
468,goderich,43.7501,-81.7165,17.18,77,100,10.29,CA,1667704523
469,rio gallegos,-51.6226,-69.2181,13.03,67,0,10.8,AR,1667704547
470,harbin,45.75,126.65,4.8,34,7,4.15,CN,1667704510
471,saint-joseph,-21.3667,55.6167,24.21,78,65,2.15,RE,1667704656
472,muyezerskiy,63.9333,31.65,-1.33,83,79,4.2,RU,1667704657
473,axim,4.8699,-2.2405,25.11,88,78,2.24,GH,1667704657
474,tautira,-17.7333,-149.15,23.86,94,100,13.55,PF,1667704658
475,kihei,20.785,-156.4656,29.01,70,0,10.29,US,1667704659
476,paris,48.8534,2.3488,11.1,84,75,4.63,FR,1667704648
477,hachinohe,40.5,141.5,12.99,47,36,5.92,JP,1667704659
478,zarubino,42.63,131.0922,6.56,36,7,3.23,RU,1667704660
479,krasnorechenskiy,44.6265,135.3532,1.04,33,26,4.68,RU,1667704660
480,kamaishi,39.2667,141.8833,12.95,45,6,3.84,JP,1667704661
481,paita,-5.0892,-81.1144,16.88,85,0,4.41,PE,1667704525
482,nuuk,64.1835,-51.7216,-2.66,93,75,2.57,GL,1667704661
483,cap malheureux,-19.9842,57.6142,24.7,71,9,3.13,MU,1667704662
484,tuy hoa,13.0833,109.3,25.84,81,90,4.69,VN,1667704662
485,soyo,-6.1349,12.3689,24.36,89,100,1.31,AO,1667704663
486,vostok,46.4856,135.8833,-1.58,32,0,5.21,RU,1667704663
487,mporokoso,-9.3727,30.125,16.32,92,100,1.02,ZM,1667704664
488,lorengau,-2.0226,147.2712,28.96,74,26,1.7,PG,1667704664
489,asfi,32.2994,-9.2372,18.77,92,86,5.08,MA,1667704664
490,strelka,58.0728,93.0344,-0.06,89,100,2.48,RU,1667704665
491,port hardy,50.6996,-127.4199,3.1,100,100,0.0,CA,1667704665
492,taitung,22.7583,121.1444,23.15,78,75,4.63,TW,1667704666
493,codrington,-38.2667,141.9667,21.69,58,49,1.86,AU,1667704666
494,tumut,-35.3,148.2167,21.15,59,84,2.16,AU,1667704667
495,ushtobe,45.2514,77.9838,9.28,83,100,2.16,KZ,1667704667
496,sydney,-33.8679,151.2073,27.09,59,20,7.72,AU,1667704370
497,erenhot,43.6475,111.9767,4.81,26,11,3.87,CN,1667704668
498,mgandu,-5.95,34.1333,17.13,59,95,2.38,TZ,1667704669
499,bowen,-20.0167,148.2333,27.02,58,7,9.15,AU,1667704670
500,lakatoro,-16.0999,167.4164,28.53,69,27,2.57,VU,1667704670
501,kalmunai,7.4167,81.8167,27.1,77,91,1.81,LK,1667704671
502,noyabrsk,63.1994,75.4507,-3.77,97,100,1.82,RU,1667704671
503,vilyuysk,63.7553,121.6247,-17.75,91,100,2.15,RU,1667704671
504,tabligbo,6.5833,1.5,23.4,95,100,1.27,TG,1667704672
505,turukhansk,65.8167,87.9833,-5.25,96,100,3.59,RU,1667704672
506,neiafu,-18.65,-173.9833,26.38,73,40,5.14,TO,1667704673
507,barra da estiva,-13.6261,-41.3269,15.85,93,100,0.95,BR,1667704673
508,kano,12.0001,8.5167,20.87,21,83,3.35,NG,1667704674
509,brenham,30.1669,-96.3977,16.69,68,0,0.0,US,1667704674
510,qarchi gak,37.04,66.7889,15.65,64,100,4.11,AF,1667704675
511,saint george,37.1041,-113.5841,12.33,37,100,1.34,US,1667704675
512,raga,8.4596,25.678,22.09,44,30,0.41,SS,1667704676
513,meulaboh,4.1363,96.1285,27.28,74,96,0.86,ID,1667704677
514,gat,31.61,34.7642,19.67,100,0,1.25,IL,1667704677
515,uvat,59.1433,68.8953,-2.78,94,100,4.04,RU,1667704678
516,sabang,5.8933,95.3214,27.28,75,97,5.38,ID,1667704678
517,san jeronimo,-11.9472,-75.2829,9.82,81,78,0.95,PE,1667704678
518,dafeng,23.4517,108.5881,23.72,56,28,1.37,CN,1667704679
519,bayir,37.2687,28.2167,8.29,91,6,2.45,TR,1667704679
520,johnstown,40.3267,-78.922,20.99,68,100,7.2,US,1667704482
521,takhtamygda,54.1,123.5667,-6.26,67,71,1.12,RU,1667704680
522,fairbanks,64.8378,-147.7164,-13.99,87,0,0.0,US,1667704529
523,hobyo,5.3505,48.5268,26.33,72,19,3.25,SO,1667704681
524,salym,60.0625,71.4789,-3.6,96,100,0.95,RU,1667704681
525,springdale,36.1867,-94.1288,8.93,77,0,4.12,US,1667704682
526,patacamaya,-17.2333,-67.9167,6.51,69,8,3.67,BO,1667704682
527,anori,-3.7728,-61.6442,25.81,68,99,0.81,BR,1667704683
528,gornopravdinsk,60.05,69.9,-2.98,95,100,3.43,RU,1667704683
529,pendleton,45.6721,-118.7886,7.01,66,0,12.35,US,1667704571
530,zaraysk,54.7653,38.8836,0.19,77,100,1.96,RU,1667704634
531,zhaoqing,23.0512,112.4597,19.9,76,82,1.59,CN,1667704686
532,ixtapa,20.7,-105.2,25.57,78,100,0.0,MX,1667704687
533,makakilo city,21.3469,-158.0858,27.18,61,0,5.66,US,1667704536
534,granard,53.7667,-7.5,9.71,90,100,6.96,IE,1667704687
535,vysokogornyy,50.1167,139.15,-6.01,59,90,5.59,RU,1667704688
536,salalah,17.0151,54.0924,25.05,78,0,2.06,OM,1667704688
537,buchanan,5.8808,-10.0467,24.33,89,72,1.69,LR,1667704689
538,ruteng,-8.6136,120.4721,24.82,60,67,0.62,ID,1667704689
539,elko,41.0002,-115.5012,5.01,78,100,1.34,US,1667704690
540,bekwai,6.4534,-1.5774,21.61,99,93,1.14,GH,1667704691
541,gwadar,25.1216,62.3254,25.76,71,91,1.85,PK,1667704691
542,alyangula,-13.8483,136.4192,30.55,60,12,2.0,AU,1667704692
543,kargil,34.5667,76.1,0.8,55,100,2.36,IN,1667704403
544,oktyabrskoye,43.0645,44.7417,3.08,100,100,2.0,RU,1667704693
545,mezen,65.8522,44.24,1.42,93,100,3.32,RU,1667704693
546,harboore,56.6175,8.1807,11.75,96,99,11.1,DK,1667704694
547,bandundu,-3.3167,17.3667,21.4,98,100,0.17,CD,1667704694
